ms,xacc,yacc,zacc
630552,0.14,0.33,0.98
630561,0.15,0.33,0.97
630570,0.15,0.34,0.96
630579,0.16,0.34,0.95
630588,0.15,0.34,0.96
630600,0.13,0.35,0.96
630609,0.12,0.36,0.94
630618,0.11,0.37,0.92
630627,0.1,0.37,0.91
630637,0.1,0.36,0.9
630646,0.1,0.37,0.87
630655,0.1,0.39,0.85
630667,0.07,0.4,0.85
630676,0.04,0.39,0.84
630685,0.04,0.4,0.82
630694,0,0.43,0.8
630703,-0.04,0.46,0.8
630712,-0.03,0.49,0.81
630721,0,0.51,0.81
630733,0.02,0.53,0.82
630743,0.03,0.54,0.84
630752,0.04,0.56,0.85
630761,0.03,0.58,0.88
630770,0.04,0.61,0.92
630779,0.04,0.64,0.96
630791,0.03,0.67,0.97
630800,0.01,0.68,0.98
630810,0.02,0.66,0.99
630819,0,0.55,1
630828,-0.03,0.49,1
630838,-0.02,0.43,0.98
630847,-0.01,0.43,0.95
630859,-0.02,0.41,0.95
630868,-0.04,0.37,0.97
630877,-0.06,0.35,0.99
630886,-0.09,0.32,1.01
630895,-0.11,0.3,1
630904,-0.09,0.3,0.99
630916,-0.02,0.29,1.01
630925,0.03,0.29,1.03
630934,0.1,0.3,1.02
630943,0.15,0.3,1
630952,0.18,0.28,0.98
630962,0.17,0.26,0.95
630971,0.14,0.27,0.92
630983,0.08,0.33,0.86
630992,-0.01,0.36,0.82
631001,-0.02,0.37,0.82
631010,-0.05,0.36,0.83
631020,-0.04,0.35,0.83
631029,0,0.37,0.81
631038,0,0.39,0.79
631050,-0.03,0.38,0.79
631059,-0.05,0.38,0.78
631069,-0.07,0.4,0.79
631078,-0.1,0.39,0.82
631087,-0.12,0.39,0.91
631096,-0.14,0.43,0.93
631106,-0.18,0.48,0.95
631118,-0.13,0.52,0.89
631127,-0.1,0.54,0.83
631136,-0.11,0.53,0.79
631145,-0.14,0.52,0.75
631154,-0.12,0.53,0.73
631164,-0.1,0.53,0.73
631176,-0.19,0.5,0.76
631185,-0.25,0.5,0.79
631194,-0.26,0.53,0.82
631203,-0.27,0.54,0.82
631213,-0.27,0.54,0.8
631222,-0.25,0.54,0.79
631231,-0.21,0.56,0.79
631243,-0.14,0.63,0.82
631252,-0.1,0.64,0.83
631262,-0.07,0.65,0.85
631271,-0.12,0.67,0.9
631280,-0.11,0.69,0.97
631289,-0.04,0.66,1.06
631298,0,0.66,1.11
631310,0.04,0.67,1.15
631320,0.09,0.68,1.31
631329,0.22,0.64,1.35
631338,0.38,0.6,1.29
631347,0.44,0.53,1.23
631356,0.5,0.45,1.16
631376,0.52,0.32,1.07
631385,0.46,0.19,1.06
631394,0.39,0.13,1.06
631403,0.31,0.08,1.09
631413,0.26,0.04,1.11
631422,0.21,0.08,1.1
631431,0.16,0.12,1.1
631443,0.07,0.21,1.1
631452,0.06,0.22,1.11
631461,0.07,0.19,1.18
631470,0.11,0.18,1.24
631479,0.12,0.18,1.28
631488,0.1,0.16,1.3
631497,0.07,0.14,1.26
631509,0.06,0.13,1.16
631518,0.07,0.12,0.98
631527,0.11,0.11,0.92
631536,0.14,0.12,0.89
631546,0.15,0.12,0.87
631555,0.15,0.13,0.86
631567,0.16,0.13,0.86
631576,0.15,0.13,0.85
631585,0.14,0.12,0.86
631594,0.11,0.13,0.87
631603,0.09,0.12,0.88
631612,0.09,0.11,0.88
631621,0.08,0.11,0.88
631633,0.12,0.1,0.89
631642,0.14,0.1,0.88
631651,0.16,0.11,0.87
631660,0.17,0.13,0.87
631669,0.19,0.14,0.88
631678,0.2,0.15,0.88
631687,0.22,0.17,0.87
631699,0.23,0.18,0.87
631708,0.23,0.17,0.89
631717,0.24,0.17,0.91
631726,0.25,0.17,0.91
631736,0.25,0.18,0.9
631745,0.25,0.2,0.89
631757,0.23,0.2,0.88
631766,0.21,0.24,0.86
631775,0.22,0.28,0.84
631784,0.2,0.27,0.85
631793,0.2,0.28,0.88
631802,0.21,0.3,0.91
631811,0.19,0.3,0.92
631823,0.2,0.3,0.91
631832,0.2,0.28,0.9
631841,0.2,0.27,0.9
631850,0.21,0.27,0.9
631859,0.22,0.28,0.91
631868,0.22,0.29,0.92
631877,0.21,0.29,0.93
631889,0.19,0.28,0.94
631898,0.19,0.29,0.96
631907,0.21,0.31,0.95
631916,0.2,0.33,0.93
631926,0.19,0.33,0.92
631935,0.19,0.33,0.9
631947,0.2,0.34,0.9
631956,0.22,0.36,0.9
631965,0.24,0.38,0.91
631974,0.23,0.39,0.9
631983,0.21,0.39,0.87
631992,0.2,0.38,0.85
632001,0.19,0.34,0.84
632013,0.18,0.34,0.84
632023,0.17,0.34,0.85
632032,0.19,0.36,0.85
632041,0.2,0.38,0.84
632050,0.2,0.41,0.8
632059,0.2,0.44,0.77
632068,0.21,0.45,0.75
632080,0.26,0.5,0.77
632089,0.2,0.54,0.84
632099,0.17,0.56,0.95
632108,0.2,0.54,1.04
632117,0.22,0.5,1.09
632126,0.24,0.47,1.1
632138,0.28,0.47,1.1
632147,0.24,0.45,1.08
632156,0.14,0.44,1.05
632165,0.05,0.45,1.03
632174,-0.01,0.48,1.02
632183,-0.02,0.45,1
632192,-0.01,0.42,1
632204,0.02,0.42,0.98
632213,0,0.39,0.96
632222,-0.06,0.39,1
632231,-0.12,0.42,1.07
632241,-0.14,0.42,1.11
632250,-0.09,0.41,1.11
632262,0.05,0.31,1.06
632271,0.06,0.28,1.07
632280,-0.01,0.27,1.08
632289,-0.11,0.26,1.08
632298,-0.2,0.26,1.08
632307,-0.28,0.27,1.07
632316,-0.33,0.28,1.06
632329,-0.34,0.29,1.04
632338,-0.31,0.29,1.01
632347,-0.23,0.29,0.98
632356,-0.13,0.27,0.95
632365,0.03,0.23,0.9
632374,0.08,0.23,0.88
632386,0.09,0.24,0.87
632395,0.08,0.24,0.85
632404,0.05,0.23,0.85
632413,0.01,0.23,0.86
632422,-0.01,0.25,0.88
632431,-0.03,0.26,0.9
632440,-0.04,0.27,0.91
632452,-0.04,0.28,0.95
632461,-0.03,0.29,0.97
632470,-0.01,0.29,0.98
632479,0.01,0.29,1
632488,0.03,0.29,1.02
632498,0.04,0.3,1.01
632510,0.04,0.31,1
632519,0.01,0.29,0.98
632528,-0.02,0.28,0.97
632537,-0.04,0.28,0.96
632546,-0.06,0.27,0.93
632555,-0.07,0.29,0.93
632564,-0.06,0.3,0.94
632576,-0.04,0.29,0.94
632585,-0.01,0.27,0.94
632594,0.01,0.26,0.96
632603,0.03,0.25,0.97
632612,0.04,0.25,0.97
632621,0.04,0.25,0.97
632633,0.02,0.25,0.97
632643,0.02,0.24,0.97
632652,0.01,0.26,0.96
632661,0.01,0.28,0.95
632670,0.01,0.29,0.95
632679,0,0.32,0.96
632688,0,0.33,0.96
632700,0,0.33,0.96
632709,-0.03,0.32,0.97
632718,-0.03,0.34,0.97
632728,-0.04,0.36,0.96
632737,-0.05,0.39,0.94
632746,-0.05,0.43,0.94
632758,-0.04,0.45,0.96
632767,0.01,0.44,1.01
632776,0.02,0.42,1.06
632785,0.05,0.4,1.08
632794,0.08,0.39,1.06
632803,0.11,0.37,1
632813,0.13,0.36,0.94
632825,0.16,0.33,0.84
632834,0.16,0.32,0.82
632843,0.14,0.31,0.84
632852,0.13,0.31,0.88
632861,0.12,0.3,0.94
632870,0.1,0.28,0.99
632882,0.1,0.26,1
632891,0.12,0.25,1
632900,0.15,0.25,1
632909,0.19,0.24,1
632918,0.18,0.22,1.01
632928,0.17,0.21,1.02
632937,0.16,0.22,1.02
632949,0.15,0.21,1
632958,0.14,0.22,0.98
632967,0.13,0.23,0.98
632976,0.13,0.25,0.99
632985,0.15,0.26,0.99
632994,0.16,0.24,0.99
633006,0.2,0.21,1
633015,0.22,0.21,0.99
633024,0.23,0.21,0.97
633033,0.23,0.21,0.94
633042,0.23,0.21,0.91
633052,0.23,0.2,0.89
633061,0.21,0.19,0.89
633073,0.19,0.19,0.9
633082,0.16,0.17,0.93
633091,0.16,0.18,0.93
633100,0.16,0.19,0.92
633109,0.16,0.17,0.92
633118,0.16,0.16,0.93
633130,0.16,0.15,0.93
633139,0.16,0.14,0.93
633148,0.17,0.13,0.93
633158,0.17,0.14,0.92
633167,0.18,0.14,0.92
633176,0.18,0.14,0.93
633185,0.17,0.14,0.95
633197,0.16,0.16,0.98
633206,0.17,0.16,0.98
633215,0.18,0.16,0.98
633224,0.19,0.16,0.98
633233,0.21,0.16,0.98
633242,0.23,0.15,0.98
633254,0.25,0.14,0.97
633263,0.26,0.11,1.01
633272,0.26,0.09,1.04
633281,0.26,0.07,1.08
633291,0.23,0.04,1.1
633300,0.22,0.02,1.12
633309,0.2,0.01,1.12
633321,0.18,0.02,1.12
633330,0.15,0.02,1.08
633339,0.15,0.03,1.03
633348,0.21,0.11,0.98
633357,0.32,0.25,0.99
633366,0.25,0.38,1.1
633378,0.27,0.39,1.35
633387,0.32,0.39,1.35
633396,0.4,0.4,1.3
633405,0.44,0.41,1.23
633414,0.45,0.41,1.14
633423,0.41,0.4,1.05
633432,0.29,0.38,0.94
633448,0.04,0.3,0.75
633457,-0.02,0.31,0.7
633466,-0.08,0.33,0.65
633475,-0.14,0.35,0.61
633484,-0.13,0.37,0.63
633493,-0.08,0.4,0.73
633502,0,0.42,0.87
633516,0.16,0.34,1.04
633525,0.22,0.26,1.04
633534,0.23,0.22,1.04
633543,0.21,0.24,1.03
633552,0.18,0.29,1.02
633561,0.12,0.34,1.01
633570,0.07,0.35,0.99
633582,0.03,0.3,0.99
633591,-0.01,0.28,1
633600,0,0.27,0.99
633610,0.01,0.25,0.98
633619,0.01,0.24,0.96
633629,0.02,0.25,0.91
633638,0.02,0.24,0.86
633650,0.02,0.23,0.81
633659,0.03,0.22,0.78
633668,0.02,0.21,0.78
633677,0.01,0.2,0.79
633686,0.02,0.01,0.83
633695,0.01,0.18,0.88
633707,0.02,0.19,0.9
633716,0.03,0.19,0.92
633725,0.03,0.19,0.94
633734,0.04,0.18,0.95
633743,0.04,0.17,0.97
633752,0.04,0.17,0.97
633761,0.04,0.16,0.97
633773,0.02,0.16,0.96
633782,0.02,0.18,0.93
633792,0.03,0.2,0.92
633801,0.02,0.2,0.93
633810,0.01,0.18,0.94
633819,0,0.18,0.94
633828,0.01,0.21,0.95
633840,0.01,0.23,0.96
633849,-0.01,0.22,0.97
633858,-0.01,0.22,0.96
633867,-0.01,0.22,0.95
633876,-0.01,0.24,0.97
633885,-0.05,0.23,1
633897,-0.07,0.23,1.03
633906,-0.12,0.24,1.08
633915,-0.14,0.23,1.12
633924,-0.15,0.23,1.13
633934,-0.13,0.22,1.13
633943,-0.1,0.21,1.09
633952,-0.09,0.25,1
633964,0.05,0.55,1
633973,0.14,0.54,1.13
633982,0.13,0.48,1.26
633991,0.1,0.43,1.33
634000,0.03,0.42,1.32
634009,-0.07,0.45,1.22
634018,-0.14,0.51,1.09
634030,-0.14,0.55,0.98
634039,-0.08,0.53,0.91
634048,0,0.49,0.86
634057,0.1,0.45,0.84
634066,0.31,0.4,0.86
634076,0.36,0.39,0.86
634088,0.37,0.38,0.84
634097,0.33,0.37,0.83
634106,0.26,0.39,0.84
634115,0.19,0.41,0.88
634124,0.1,0.42,0.92
634133,0.04,0.41,0.94
634142,0.02,0.42,0.98
634154,0.04,0.43,1.09
634163,0.09,0.42,1.07
634172,0.15,0.41,1.01
634181,0.22,0.42,0.96
634191,0.28,0.43,0.93
634200,0.31,0.43,0.91
634212,0.32,0.41,0.89
634221,0.3,0.39,0.86
634230,0.25,0.39,0.85
634239,0.19,0.39,0.86
634248,0.15,0.36,0.88
634258,0.13,0.34,0.88
634267,0.13,0.34,0.86
634279,0.14,0.33,0.84
634288,0.16,0.34,0.81
634297,0.15,0.35,0.8
634306,0.15,0.36,0.81
634315,0.14,0.36,0.82
634325,0.15,0.36,0.83
634337,0.17,0.37,0.85
634346,0.17,0.4,0.84
634355,0.18,0.42,0.84
634364,0.18,0.42,0.84
634373,0.18,0.42,0.85
634382,0.17,0.41,0.87
634391,0.16,0.4,0.91
634403,0.14,0.42,0.94
634412,0.14,0.42,0.96
634422,0.17,0.42,0.97
634431,0.16,0.42,0.96
634440,0.14,0.41,0.93
634449,0.1,0.41,0.92
634461,0.05,0.42,0.9
634470,0.01,0.45,0.87
634480,-0.02,0.48,0.84
634489,-0.03,0.51,0.82
634498,-0.04,0.51,0.83
634507,-0.04,0.52,0.86
634516,-0.03,0.54,0.87
634528,-0.04,0.54,0.87
634537,-0.04,0.54,0.88
634546,-0.03,0.56,0.88
634556,-0.01,0.59,0.88
634565,0,0.58,0.87
634574,0,0.55,0.87
634586,0,0.54,0.86
634595,-0.01,0.52,0.88
634604,0,0.5,0.91
634613,0.01,0.48,0.94
634623,0.03,0.44,0.98
634632,0.04,0.4,1.01
634641,0.04,0.36,1.03
634653,0.03,0.34,1.03
634662,0.03,0.34,1.03
634671,0.02,0.34,1
634680,0.03,0.35,0.98
634689,0.04,0.35,0.97
634699,0.05,0.33,0.95
634708,0.05,0.32,0.94
634720,0.04,0.32,0.92
634729,0.04,0.34,0.89
634738,0.03,0.35,0.87
634747,0.02,0.34,0.87
634756,0.01,0.35,0.85
634765,0.01,0.34,0.84
634777,-0.02,0.36,0.85
634787,-0.02,0.38,0.86
634796,-0.05,0.38,0.88
634805,-0.07,0.38,0.88
634814,-0.07,0.38,0.88
634823,-0.07,0.38,0.89
634832,-0.1,0.38,0.92
634844,-0.13,0.4,0.94
634853,-0.13,0.44,0.93
634863,-0.12,0.47,0.91
634872,-0.11,0.48,0.9
634881,-0.11,0.47,0.9
634890,-0.15,0.47,0.9
634899,-0.13,0.46,0.88
634911,-0.14,0.46,0.89
634921,-0.1,0.44,0.9
634930,-0.08,0.43,0.9
634939,-0.14,0.47,0.88
634948,-0.16,0.51,0.86
634957,-0.19,0.54,0.86
634970,-0.15,0.57,0.85
634979,-0.15,0.58,0.84
634988,-0.16,0.56,0.83
634997,-0.15,0.56,0.81
635006,-0.15,0.55,0.83
635015,-0.15,0.54,0.84
635024,-0.15,0.54,0.84
635037,-0.11,0.54,0.83
635046,-0.1,0.57,0.82
635055,-0.06,0.59,0.81
635064,-0.02,0.57,0.87
635073,0.02,0.57,0.96
635082,0.08,0.54,1.04
635094,0.19,0.58,1.25
635103,0.25,0.59,1.35
635113,0.35,0.51,1.41
635122,0.42,0.46,1.44
635132,0.41,0.43,1.38
635141,0.37,0.33,1.25
635150,0.4,0.26,1.12
635162,0.42,0.24,1.02
635171,0.41,0.17,0.93
635180,0.35,0.09,0.86
635189,0.28,0.17,0.86
635198,0.11,0.16,0.96
635207,0.05,0.15,1.06
635217,0.01,0.17,1.11
635229,0,0.22,1.14
635238,-0.01,0.21,1.15
635247,0.02,0.22,1.13
635256,0.08,0.2,1.11
635265,0.16,0.2,1.1
635274,0.24,0.19,1.17
635283,0.32,0.16,1.26
635295,0.28,0.15,1.25
635304,0.23,0.16,1.16
635313,0.22,0.15,1.06
635322,0.21,0.11,0.97
635331,0.2,0.09,0.9
635340,0.21,0.08,0.84
635352,0.2,0.06,0.81
635361,0.21,0.06,0.79
635370,0.22,0.1,0.57
635379,0.2,0.12,0.73
635388,0.19,0.12,0.76
635397,0.17,0.12,0.79
635407,0.15,0.11,0.82
635427,0.19,0.06,0.87
635436,0.21,0.06,0.87
635445,0.23,0.06,0.86
635454,0.24,0.08,0.86
635463,0.27,0.13,0.85
635472,0.27,0.21,0.84
635481,0.21,0.23,0.84
635493,0.18,0.2,0.87
635502,0.17,0.21,0.89
635511,0.17,0.24,0.9
635520,0.16,0.27,0.88
635529,0.15,0.25,0.88
635538,0.16,0.25,0.88
635550,0.17,0.27,0.87
635559,0.18,0.29,0.87
635568,0.18,0.31,0.88
635577,0.17,0.34,0.9
635586,0.17,0.38,0.92
635596,0.19,0.37,0.93
635605,0.15,0.34,0.92
635617,0.12,0.3,0.91
635626,0.13,0.28,0.91
635635,0.16,0.27,0.92
635644,0.22,0.29,0.95
635653,0.26,0.31,0.98
635662,0.28,0.32,0.99
635671,0.28,0.29,0.99
635683,0.28,0.31,0.96
635692,0.26,0.32,0.96
635701,0.22,0.32,0.95
635710,0.2,0.32,0.94
635719,0.2,0.35,0.92
635728,0.21,0.38,0.91
635741,0.21,0.39,0.89
635750,0.19,0.39,0.86
635759,0.15,0.4,0.82
635768,0.1,0.39,0.73
635777,0.08,0.4,0.71
635786,0.05,0.41,0.7
635795,0.07,0.44,0.72
635808,0.08,0.46,0.78
635817,0.11,0.51,0.86
635826,0.13,0.55,0.95
635835,0.14,0.55,1.07
635844,0.16,0.53,1.16
635853,0.19,0.52,1.22
635862,0.15,0.5,1.2
635874,0.06,0.44,1.1
635883,0.01,0.43,1.07
635893,-0.05,0.45,1.03
635902,-0.09,0.43,0.99
635911,-0.1,0.39,0.97
635920,-0.1,0.32,0.98
635932,-0.11,0.3,0.98
635941,-0.03,0.28,0.93
635950,-0.04,0.22,0.96
635959,-0.07,0.26,1.04
635968,-0.12,0.39,1.2
635977,-0.14,0.48,1.37
635987,-0.1,0.45,1.41
635999,-0.02,0.34,1.31
636008,0.05,0.26,1.18
636017,0.05,0.2,1.1
636026,0,0.17,1.05
636035,-0.07,0.17,1.03
636044,-0.15,0.37,1.03
636056,-0.25,0.21,1
636065,-0.25,0.22,0.98
636074,-0.21,0.21,0.95
636083,-0.14,0.19,0.9
636092,-0.07,0.18,0.87
636101,-0.01,0.16,0.85
636110,0.01,0.15,0.84
636123,-0.01,0.15,0.85
636132,-0.05,0.16,0.86
636141,-0.1,0.18,0.88
636150,-0.14,0.19,0.89
636159,-0.16,0.2,0.91
636168,-0.16,0.21,0.92
636180,-0.15,0.21,0.94
636189,-0.12,0.22,0.95
636198,-0.09,0.23,0.97
636208,-0.05,0.24,0.98
636217,-0.01,0.24,0.99
636226,0.19,0.24,1
636234,0,0.24,0.99
636246,-0.01,0.25,0.98
636255,-0.03,0.26,0.96
636264,-0.06,0.26,0.95
636274,-0.07,0.27,0.92
636283,-0.08,0.26,0.91
636292,-0.08,0.26,0.91
636304,-0.04,0.25,0.96
636313,-0.02,0.24,0.98
636322,-0.01,0.22,1
636331,0,0.2,1.01
636340,0.01,0.19,1.01
636349,0.01,0.19,1
636358,0,0.2,0.98
636371,0,0.24,0.96
636380,-0.01,0.29,0.97
636389,-0.01,0.33,0.97
636398,0,0.36,0.96
636407,0.01,0.37,0.76
636416,0.01,0.39,0.93
636425,-0.01,0.42,0.93
636437,-0.02,0.46,0.92
636446,-0.01,0.47,0.91
636456,-0.01,0.46,0.92
636465,-0.01,0.45,0.92
636474,0.02,0.43,0.93
636483,0.07,0.41,0.97
636495,0.17,0.37,1.04
636504,0.19,0.36,1.06
636513,0.2,0.37,1.04
636522,0.17,0.38,1.01
636531,0.17,0.36,0.99
636540,0.17,0.36,1
636549,0.18,0.35,1.01
636561,0.19,0.33,1.01
636570,0.19,0.29,1
636579,0.19,0.23,0.97
636588,0.18,0.18,0.94
636597,0.17,0.2,0.92
636606,0.15,0.23,0.91
636619,0.13,0.22,0.91
636628,0.09,0.2,0.94
636637,0.08,0.2,0.96
636646,0.07,0.2,0.97
636655,0.08,0.2,1
636664,0.1,0.21,1.02
636673,0.11,0.22,1.03
636685,0.15,0.22,1.01
636694,0.17,0.22,0.99
636703,0.19,0.22,0.97
636712,0.2,0.22,0.96
636721,0.21,0.23,0.95
636730,0.21,0.23,0.95
636739,0.2,0.22,0.93
636751,0.2,0.22,0.92
636760,0.19,0.21,0.91
636769,0.18,0.19,0.91
636778,0.18,0.18,0.93
636787,0.16,0.17,0.94
636804,0.16,0.15,0.94
636818,0.18,0.16,0.95
636827,0.19,0.16,0.94
636836,0.2,0.17,0.93
636845,0.22,0.18,0.93
636854,0.23,0.19,0.92
636863,0.23,0.18,0.93
636872,0.23,0.18,0.94
636885,0.21,0.19,0.94
636894,0.2,0.2,0.93
636903,0.18,0.21,0.92
636912,0.19,0.22,0.92
636921,0.18,0.21,0.92
636930,0.19,0.2,0.95
636941,0.2,0.19,0.98
636950,0.22,0.18,1
636959,0.23,0.17,1.02
636968,0.23,0.14,1.04
636978,0.24,0.12,1.05
636987,0.23,0.11,1.05
636996,0.2,0.07,1.04
637008,0.18,0.05,1.03
637017,0.16,0.04,1.03
637026,0.15,0.05,1.02
637035,0.15,0.06,1
637044,0.17,0.1,0.98
637053,0.23,0.18,0.97
637065,0.24,0.39,1.12
637074,0.27,0.42,1.26
637083,0.28,0.37,1.35
637092,0.28,0.31,1.34
637101,0.32,0.28,1.24
637110,0.34,0.28,1.14
637119,0.32,0.31,1.07
637131,0.27,0.34,1.03
637140,0.18,0.35,0.96
637149,0.1,0.36,0.87
637158,0.01,0.34,0.8
637167,-0.08,0.31,0.75
637176,-0.09,0.31,0.75
637185,-0.07,0.33,0.76
637197,-0.01,0.36,0.8
637207,0.05,0.37,0.86
637216,0.13,0.35,0.93
637225,0.19,0.33,0.99
637234,0.24,0.29,1.02
637243,0.24,0.27,1.02
637251,0.22,0.27,1.02
637264,0.08,0.31,1.03
637273,0.02,0.34,1.04
637282,0,0.35,1.05
637291,0,0.35,1.05
637300,0.01,0.33,1.04
637309,0.01,0.32,1.02
637321,0.01,0.31,0.99
637330,0.01,0.3,0.97
637339,0,0.3,0.94
637348,0.01,0.29,0.9
637357,0,0.3,0.86
637366,0.01,0.3,0.85
637375,0.01,0.28,0.85
637392,0.01,0.26,0.86
637401,0.01,0.24,0.88
637410,0.03,0.24,0.9
637419,0.03,0.25,0.9
637428,0.03,0.24,0.9
637437,0.01,0.24,0.9
637446,0,0.23,0.9
637460,0,0.22,0.9
637469,0,0.21,0.9
637478,0.01,0.21,0.9
637487,0.01,0.21,0.9
637496,0.02,0.22,0.9
637506,0,0.22,0.89
637515,0,0.23,0.9
637527,0.01,0.23,0.91
637536,-0.01,0.22,0.93
637545,0,0.2,0.95
637554,0,0.19,0.97
637563,0.01,0.19,0.98
637573,0.01,0.19,1
637585,-0.02,0.2,1.04
637594,-0.02,0.19,1.03
637603,0,0.19,1.01
637612,0,0.2,0.99
637621,-0.01,0.21,1.01
637630,-0.02,0.21,1.01
637639,-0.05,0.21,1.01
637651,-0.08,0.21,1.01
637660,-0.1,0.2,1.02
637669,-0.09,0.19,1.02
637678,-0.08,0.16,1.01
637687,-0.06,0.14,1.01
637697,-0.05,0.12,1
637709,-0.06,0.11,0.98
637718,-0.07,0.12,0.94
637727,-0.12,0.23,0.85
637736,-0.14,0.49,0.83
637745,0.02,0.62,1
637754,0.05,0.49,1.2
637763,0.03,0.39,1.3
637775,0.01,0.45,1.19
637784,-0.07,0.53,1.09
637793,-0.14,0.53,1.04
637802,-0.14,0.47,1
637811,-0.06,0.45,0.94
637820,0.08,0.43,0.91
637829,0.22,0.42,0.92
637842,0.39,0.44,0.95
637851,0.42,0.45,0.95
637860,0.39,0.43,0.95
637869,0.31,0.43,0.97
637879,0.25,0.47,1.01
637888,0.17,0.48,1.05
637900,0.12,0.42,1.09
637909,0.05,0.39,1.1
637918,0.02,0.39,1.09
637927,0.01,0.43,1.08
637936,0.03,0.44,1.01
637945,0.17,0.4,0.96
637954,0.22,0.39,0.9
637966,0.25,0.4,0.85
637975,0.26,0.4,0.81
637984,0.24,0.39,0.8
637994,0.23,0.39,0.79
638003,0.2,0.37,0.8
638012,0.18,0.36,0.8
638024,0.14,0.34,0.81
638033,0.15,0.33,0.81
638042,0.14,0.33,0.8
638051,0.13,0.34,0.8
638060,0.13,0.33,0.81
638069,0.12,0.32,0.84
638078,0.13,0.32,0.88
638090,0.15,0.34,0.9
638099,0.14,0.34,0.91
638108,0.14,0.34,0.92
638117,0.13,0.33,0.92
638126,0.11,0.33,0.92
638136,0.1,0.32,0.94
638148,0.1,0.32,0.95
638157,0.09,0.33,0.96
638166,0.1,0.34,0.96
638175,0.12,0.36,0.96
638184,0.15,0.37,0.95
638193,0.15,0.37,0.93
638202,0.15,0.38,0.92
638214,0.16,0.36,0.9
638223,0.16,0.36,0.9
638233,0.14,0.35,0.89
638242,0.11,0.35,0.89
638251,0.08,0.34,0.88
638260,0.05,0.33,0.87
638272,0.03,0.34,0.85
638281,-0.01,0.36,0.83
638290,-0.03,0.45,0.83
638299,0,0.51,0.83
638308,0.02,0.54,0.84
638317,0.03,0.56,0.86
638327,0.03,0.58,0.89
638339,0.04,0.6,0.9
638348,0.05,0.63,0.91
638357,0.07,0.64,0.91
638366,0.08,0.6,0.91
638375,0.07,0.56,0.88
638384,0.06,0.54,0.85
638394,0.07,0.57,0.83
638406,0.02,0.53,0.93
638415,-0.04,0.48,1
638424,-0.03,0.44,1.06
638433,0,0.39,1.09
638442,0.03,0.36,1.09
638451,0.04,0.36,1.08
638463,0.06,0.34,1.03
638472,0.04,0.32,1.01
638482,0,0.33,0.99
638491,-0.01,0.33,0.97
638500,-0.02,0.34,0.95
638509,-0.03,0.33,0.93
638518,-0.03,0.32,0.93
638530,-0.03,0.29,0.93
638540,-0.04,0.29,0.91
638549,-0.04,0.3,0.88
638558,-0.05,0.34,0.84
638567,-0.06,0.37,0.82
638576,-0.04,0.39,0.81
638586,-0.03,0.4,0.82
638598,-0.02,0.39,0.83
638607,-0.03,0.39,0.84
638616,-0.03,0.4,0.85
638625,-0.05,0.4,0.85
638635,-0.08,0.41,0.87
638644,-0.09,0.43,0.89
638656,-0.11,0.44,0.9
638665,-0.13,0.43,0.91
638674,-0.14,0.42,0.9
638684,-0.13,0.41,0.89
638693,-0.14,0.41,0.89
638702,-0.14,0.41,0.88
638711,-0.16,0.44,0.87
638723,-0.12,0.48,0.83
638733,-0.11,0.47,0.85
638742,-0.1,0.48,0.84
638751,-0.1,0.49,0.85
638760,-0.1,0.5,0.84
638769,-0.08,0.5,0.84
638778,-0.08,0.5,0.83
638791,-0.08,0.48,0.84
638800,-0.11,0.51,0.87
638809,-0.13,0.54,0.87
638818,-0.14,0.58,0.86
638827,-0.14,0.59,0.87
638836,-0.14,0.59,0.86
638849,-0.12,0.6,0.84
638858,-0.11,0.61,0.83
638867,-0.1,0.61,0.83
638876,-0.08,0.62,0.84
638885,-0.07,0.64,0.86
638895,-0.04,0.62,0.86
638904,0.08,0.58,0.92
638916,0.18,0.56,0.96
638925,0.26,0.57,1.02
638934,0.25,0.58,1.11
638943,0.27,0.6,1.17
638952,0.3,0.57,1.22
638961,0.29,0.53,1.26
638970,0.32,0.47,1.19
638982,0.44,0.26,1.1
638991,0.47,0.25,1.06
639001,0.45,0.21,1.05
639010,0.42,0.14,1.06
639019,0.37,0.14,1.06
639028,0.3,0.19,1.05
639040,0.22,0.23,1.07
639049,0.17,0.25,1.13
639058,0.17,0.26,1.18
639067,0.15,0.24,1.22
639076,0.15,0.2,1.26
639085,0.11,0.2,1.26
639094,0.1,0.2,1.24
639106,0.12,0.2,1.18
639115,0.14,0.2,1.11
639124,0.15,0.18,1.07
639133,0.16,0.18,1.02
639142,0.18,0.19,0.98
639151,0.19,0.19,0.95
639160,0.19,0.17,0.93
639172,0.17,0.14,0.9
639181,0.16,0.14,0.87
639190,0.16,0.14,0.84
639199,0.16,0.15,0.82
639208,0.16,0.14,0.8
639217,0.16,0.14,0.79
639229,0.16,0.13,0.78
639239,0.15,0.14,0.78
639248,0.16,0.16,0.79
639257,0.18,0.17,0.8
639266,0.19,0.17,0.84
639275,0.19,0.18,0.9
639284,0.19,0.19,0.91
639296,0.19,0.2,0.92
639305,0.2,0.2,0.92
639314,0.2,0.2,0.93
639323,0.2,0.21,0.93
639332,0.22,0.22,0.92
639341,0.23,0.23,0.91
639353,0.26,0.23,0.89
639363,0.26,0.23,0.89
639372,0.26,0.23,0.89
639381,0.26,0.25,0.89
639390,0.25,0.26,0.89
639399,0.23,0.26,0.89
639408,0.21,0.28,0.88
