ms,xacc,yacc,zacc
10047,0.03,0,1
10055,0.03,0,1
10064,0.03,0.01,1
10075,0.03,0.01,1.01
10084,0.03,0.02,1.01
10093,0.03,0.01,1.01
10101,0.03,0.01,1.01
10110,0.03,0.01,1.01
10119,0.03,0.01,1.01
10130,0.04,0.01,1
10138,0.04,0,1
10147,0.04,0,1
10155,0.04,0.01,1.01
10163,0.04,0.01,1.01
10171,0.04,0.01,1
10180,0.03,0.01,1
10191,0.03,0.01,1
10199,0.03,0.02,1
10207,0.03,0.02,1
10216,0.03,0.01,1
10224,0.04,0.01,1
10232,0.04,0,1.01
10244,0.04,0,1.02
10252,0.05,0.01,1.01
10260,0.05,0,1.01
10268,0.04,0,1
10277,0.04,0,1
10285,0.04,0.01,1
10293,0.04,0,0.99
10305,0.03,0,0.99
10313,0.03,0,0.99
10321,0.03,0,1
10330,0.04,0,1
10338,0.04,0,1
10346,0.04,0,1
10358,0.05,0,1
10366,0.06,0,1.01
10374,0.06,0,1.01
10382,0.06,0,1.01
10391,0.06,0,1.01
10399,0.05,0,1.01
10407,0.05,0,1.01
10419,0.06,0,1.01
10426,0.05,0,1
10435,0.05,0,1
10443,0.06,0,1
10451,0.06,0,1
10459,0.06,0,1
10471,0.06,0,1.01
10479,0.06,-0.01,1.02
10487,0.07,0,1.02
10496,0.07,0,1.01
10504,0.06,0,1.01
10512,0.06,0,1.01
10523,0.07,0,1.01
10532,0.07,0,1.01
10540,0.07,0,1.01
10548,0.07,0,1.02
10557,0.07,0,1.02
10565,0.07,0,1.01
10573,0.07,0,1.01
10585,0.07,-0.01,1.01
10594,0.07,0,1.01
10602,0.07,0,1.01
10611,0.07,0,1.01
10620,0.07,0,1.01
10629,0.07,0,1.01
10640,0.06,0,1.01
10648,0.06,0,1
10657,0.07,-0.01,1
10665,0.07,-0.01,1
10673,0.08,-0.01,0.99
10682,0.08,-0.01,0.99
10690,0.08,-0.01,1
10701,0.08,0,1.01
10710,0.08,0,1.01
10718,0.07,0,1.02
10726,0.07,-0.01,1.02
10735,0.06,-0.02,1.01
10743,0.06,-0.02,1.01
10754,0.07,-0.02,1.01
10762,0.07,-0.02,1.01
10771,0.07,-0.02,1.01
10779,0.08,-0.03,1.01
10787,0.08,-0.02,1.01
10796,0.08,-0.02,1.01
10812,0.08,-0.02,1.01
10820,0.07,-0.02,1.01
10828,0.07,-0.02,1
10837,0.07,-0.02,1
10845,0.07,-0.02,1
10854,0.07,-0.02,0.99
10862,0.07,-0.02,0.99
10875,0.07,-0.02,1
10883,0.07,-0.02,1
10891,0.08,-0.02,1
10900,0.08,-0.02,1.01
10908,0.09,-0.02,1
10916,0.08,-0.02,1.01
10928,0.09,-0.03,1.01
10936,0.09,-0.03,1.01
10952,0.08,-0.02,1
10963,0.09,-0.01,0.99
10971,0.1,-0.01,0.99
10979,0.1,0,0.99
10988,0.1,-0.01,0.99
10999,0.09,-0.01,1
11007,0.09,-0.01,1
11015,0.09,-0.01,1.01
11024,0.09,-0.01,1.01
11032,0.09,-0.01,1
11040,0.09,-0.01,1.01
11052,0.09,-0.01,0.99
11060,0.09,-0.01,1
11069,0.08,-0.01,1
11078,0.08,-0.01,1.01
11086,0.08,-0.01,1.01
11095,0.09,0,1.01
11106,0.09,0,1.01
11115,0.1,0,1.02
11123,0.1,0,1.01
11131,0.11,0,1.01
11140,0.11,0,1.01
11148,0.1,-0.01,1.01
11156,0.09,-0.01,1.01
11168,0.09,-0.01,1.01
11176,0.09,-0.01,1.01
11184,0.08,-0.01,1.01
11193,0.08,-0.01,1
11201,0.07,-0.01,1
11209,0.07,-0.01,1.01
11221,0.07,0,1.01
11229,0.06,-0.01,1.01
11237,0.06,0,1.01
11246,0.06,-0.01,1
11254,0.05,-0.01,1
11262,0.06,-0.01,0.99
11271,0.06,-0.01,1
11282,0.06,-0.01,1
11290,0.06,-0.01,1
11299,0.06,-0.02,1
11307,0.07,-0.02,1
11315,0.07,-0.02,0.99
11323,0.08,-0.02,0.99
11335,0.08,-0.02,1
11343,0.07,-0.02,1
11351,0.07,-0.02,1
11360,0.07,-0.02,1
11368,0.08,-0.02,1
11376,0.09,-0.02,1
11388,0.08,-0.02,1
11397,0.09,-0.01,0.99
11406,0.1,-0.02,1
11414,0.1,-0.03,1.02
11423,0.1,-0.02,1.02
11432,0.1,-0.01,1.02
11440,0.1,-0.01,1.02
11452,0.1,-0.01,1.02
11460,0.1,-0.01,1.02
11469,0.1,-0.01,1.02
11477,0.1,-0.02,1.03
11485,0.11,-0.02,1.02
11494,0.11,-0.01,1.02
11505,0.11,-0.01,1.01
11513,0.11,0,1
11522,0.12,-0.01,0.99
11530,0.11,-0.01,0.99
11539,0.12,-0.01,0.99
11547,0.12,-0.01,0.99
11558,0.13,-0.01,0.99
11567,0.13,-0.01,0.99
11575,0.14,-0.01,1
11583,0.14,-0.01,1
11592,0.14,-0.01,1
11600,0.15,-0.01,1
11608,0.14,-0.02,1
11620,0.14,-0.03,1
11628,0.14,-0.03,1
11636,0.13,-0.03,1
11645,0.13,-0.03,0.99
11653,0.14,-0.03,0.99
11661,0.13,-0.03,0.99
11673,0.13,-0.03,0.99
11682,0.13,-0.02,0.99
11691,0.14,-0.03,0.99
11699,0.13,-0.02,1
11708,0.14,-0.02,1
11717,0.13,-0.03,1
11728,0.13,-0.03,1
11736,0.12,-0.02,1
11745,0.12,-0.02,1.01
11753,0.11,-0.02,1.01
11761,0.11,-0.03,1
11770,0.11,-0.03,1
11778,0.1,-0.03,1
11789,0.11,-0.03,1
11798,0.1,-0.02,1
11806,0.11,-0.02,0.99
11814,0.11,-0.02,1
11822,0.11,-0.02,1.01
11831,0.11,-0.02,1
11842,0.1,-0.02,0.99
11850,0.1,-0.03,0.99
11859,0.09,-0.02,0.99
11867,0.08,-0.02,0.99
11875,0.07,-0.02,0.99
11884,0.07,-0.03,1
11892,0.06,-0.02,1
11904,0.07,-0.02,1
11912,0.07,-0.02,1
11920,0.08,-0.03,0.99
11929,0.09,-0.03,1
11937,0.1,-0.03,1
11945,0.1,-0.03,1
11957,0.11,-0.03,1
11965,0.1,-0.03,0.99
11973,0.1,-0.03,0.99
11982,0.1,-0.03,1
11990,0.11,-0.04,1
11999,0.11,-0.03,1
12010,0.12,-0.04,1.01
12019,0.13,-0.04,1.01
12028,0.12,-0.05,1.01
12036,0.12,-0.05,1.02
12045,0.12,-0.05,1.02
12053,0.11,-0.05,1.01
12062,0.11,-0.05,1
12074,0.12,-0.05,1
12082,0.12,-0.05,1
12090,0.12,-0.05,1
12099,0.13,-0.05,1
12107,0.14,-0.05,1
12115,0.14,-0.05,0.99
12127,0.14,-0.05,0.99
12135,0.14,-0.06,0.99
12143,0.13,-0.07,0.99
12152,0.13,-0.06,0.99
12160,0.13,-0.06,0.99
12169,0.14,-0.07,0.98
12177,0.13,-0.07,0.99
12196,0.13,-0.05,0.99
12204,0.13,-0.04,0.99
12213,0.14,-0.04,0.99
12221,0.14,-0.04,0.99
12229,0.14,-0.03,1
12238,0.14,-0.03,1.01
12249,0.15,-0.02,1.02
12258,0.15,-0.01,1.03
12266,0.15,-0.01,1.03
12274,0.16,-0.01,1.03
12283,0.16,-0.01,1.03
12291,0.17,-0.01,1.04
12299,0.16,-0.01,1.03
12311,0.15,-0.01,1.04
12319,0.14,-0.01,1.05
12328,0.14,0,1.04
12336,0.14,0,1.03
12344,0.14,0.01,1.03
12353,0.13,0.02,1.01
12361,0.12,0.03,1.01
12372,0.11,0.03,1.01
12382,0.11,0.02,1.02
12391,0.11,0.02,1.02
12399,0.11,0.02,1.02
12408,0.12,0.01,1.02
12416,0.12,0,1.01
12428,0.12,0,1
12436,0.1,-0.01,1
12444,0.09,-0.02,1
12453,0.08,-0.02,1
12461,0.07,-0.02,1
12469,0.05,-0.02,0.99
12478,0.03,-0.01,0.99
12489,0,-0.02,0.98
12498,-0.01,-0.01,0.98
12506,-0.03,-0.01,0.98
12514,-0.04,0,0.98
12523,-0.05,0,0.98
12531,-0.06,0,0.98
12542,-0.08,0,0.98
12551,-0.1,-0.01,0.99
12559,-0.09,0,1
12567,-0.1,0,1.01
12576,-0.11,0,1.01
12584,-0.12,0.01,1
12592,-0.13,0,1
12604,-0.13,0,0.99
12612,-0.14,0,0.99
12620,-0.14,0,0.99
12629,-0.14,-0.01,0.99
12637,-0.13,-0.01,0.98
12645,-0.12,-0.01,0.98
12657,-0.07,0,0.98
12665,-0.07,0,0.98
12673,-0.04,0,0.99
12682,-0.02,-0.01,0.99
12690,-0.01,0,0.99
12698,0.01,0,0.99
12710,0.02,0.01,1
12719,0.04,0.01,1
12727,0.06,0.01,1.02
12736,0.08,0.02,1.02
12744,0.11,0.02,1.03
12753,0.12,0.02,1.03
12762,0.12,0.02,1.03
12773,0.13,0.03,1.03
12782,0.13,0.02,1.02
12790,0.13,0.01,1.02
12798,0.12,0,1.03
12807,0.1,0,1.04
12815,0.11,0,1.04
12823,0.11,-0.01,1.03
12835,0.08,-0.01,1.03
12843,0.05,-0.02,1.03
12851,0.03,-0.02,1.02
12860,0.01,-0.02,1.02
12868,-0.01,-0.02,1.01
12876,-0.04,-0.02,1.01
12888,-0.06,-0.01,1
12896,-0.08,0,1
12904,-0.09,0.01,0.99
12913,-0.1,0.01,0.97
12921,-0.11,0.02,0.96
12930,-0.12,0.02,0.96
12938,-0.12,0.01,0.97
12949,-0.12,0,0.97
12958,-0.12,-0.01,0.98
12966,-0.13,-0.01,0.99
12974,-0.13,-0.01,0.99
12983,-0.13,-0.01,1
12991,-0.12,-0.02,1.01
12999,-0.11,-0.03,1.02
13011,-0.11,-0.03,1.03
13019,-0.1,-0.03,1.03
13027,-0.1,-0.04,1.02
13035,-0.09,-0.04,1.02
13044,-0.08,-0.04,1.01
13052,-0.08,-0.04,1
13064,-0.09,-0.03,0.99
13073,-0.09,-0.03,0.98
13081,-0.09,-0.03,0.98
13090,-0.1,-0.03,0.98
13099,-0.1,-0.02,0.98
13107,-0.1,-0.02,0.99
13116,-0.09,-0.02,0.99
13127,-0.09,-0.02,0.99
13135,-0.08,-0.02,0.99
13144,-0.08,-0.02,0.99
13152,-0.07,-0.02,0.99
13160,-0.07,-0.02,1
13169,-0.07,-0.02,1
13180,-0.07,-0.03,1.01
13189,-0.07,-0.03,1.01
13197,-0.07,-0.02,1
13205,-0.06,-0.02,0.99
13214,-0.06,-0.02,0.99
13222,-0.06,-0.02,0.98
13230,-0.06,-0.01,0.98
13242,-0.06,-0.01,0.98
13250,-0.07,-0.01,0.99
13258,-0.08,0,0.99
13267,-0.08,0,1
13275,-0.08,0,1
13283,-0.07,-0.01,1
13295,-0.07,-0.01,1.01
13303,-0.06,0,1.02
13311,-0.05,0,1.02
13320,-0.05,0,1.03
13328,-0.04,0,1.03
13336,-0.04,0,1.02
13345,-0.03,0,1.02
13356,-0.02,0,1.01
13364,-0.01,0,1.01
13373,0,0,1.01
13381,0.01,0,1.01
13389,0.02,0,1.01
13398,0.03,0.01,1.01
13409,0.05,0.02,1
13418,0.05,0.02,1
13427,0.04,0.02,1.01
13436,0.04,0.03,1.01
13444,0.04,0.03,1.01
13453,0.02,0.03,1.01
13461,0.02,0.03,1.01
13473,0,0.04,1.01
13481,-0.01,0.04,1.01
13489,-0.02,0.04,1
13498,-0.03,0.05,1
13506,-0.05,0.04,1
13514,-0.06,0.04,1
13523,-0.07,0.03,0.99
13534,-0.07,0.03,0.98
13542,-0.08,0.03,0.98
13551,-0.08,0.03,0.98
13559,-0.08,0.02,0.98
13567,-0.09,0.01,0.99
13576,-0.09,0.01,0.99
13584,-0.1,0,0.99
13595,-0.1,0.01,1
13604,-0.11,0.01,1
13612,-0.11,0.01,1
13620,-0.12,0.01,1
13629,-0.13,0,1.01
13637,-0.13,-0.01,1.01
13648,-0.14,-0.01,1.01
13657,-0.14,-0.01,1.01
13665,-0.14,-0.02,1.01
13673,-0.13,-0.01,1.01
13682,-0.13,-0.02,1.01
13690,-0.12,-0.02,1.01
13698,-0.13,-0.02,1.01
13710,-0.13,-0.03,1
13718,-0.11,-0.03,1
13726,-0.11,-0.03,0.99
13735,-0.1,-0.03,0.99
13743,-0.1,-0.02,0.99
13751,-0.1,-0.02,1
13763,-0.09,-0.02,0.99
13772,-0.08,-0.02,1
13781,-0.07,-0.02,1
13789,-0.07,-0.02,1
13798,-0.07,-0.02,1
13807,-0.06,-0.02,1
13815,-0.05,-0.01,1
13827,-0.04,-0.01,1
13835,-0.03,-0.01,1
13844,-0.03,-0.01,1
13852,-0.03,-0.01,1
13860,-0.02,0,0.99
13869,-0.02,0,0.99
13880,-0.02,0,0.99
13889,-0.01,0,0.99
13897,-0.01,0,0.99
13905,-0.02,0,0.99
13914,-0.04,0,0.99
13922,-0.05,0,0.99
13933,-0.06,0,1
13942,-0.06,0,0.99
13950,-0.05,0,1
13959,-0.03,0,1
13967,-0.03,0,1
13975,-0.02,0,1
13984,0,0,0.99
13995,0,0,0.99
14003,0,-0.01,0.99
14012,0,-0.01,1
14020,0,-0.01,1
14028,0,0,1
14036,0,0,1.01
14047,0,0.01,1.01
14056,0,0,1.01
14064,0,0,1.01
14072,0,0,1.01
14081,-0.01,0,1
14089,0,0.01,1
14097,0,0.01,0.99
14108,0.02,0.01,0.99
14118,0.02,0.02,0.99
14126,0.03,0.02,0.99
14135,0.04,0.02,0.99
14144,0.05,0.03,0.99
14152,0.05,0.04,0.99
14161,0.05,0.05,0.99
14173,0.05,0.05,1.01
14181,0.05,0.05,1.01
14189,0.06,0.04,1.02
14197,0.05,0.04,1.03
14206,0.05,0.04,1.02
14214,0.04,0.05,1.02
14225,0.05,0.06,1.03
14234,0.05,0.06,1.03
14242,0.05,0.06,1.03
14250,0.05,0.06,1.03
14259,0.05,0.06,1.02
14267,0.07,0.06,1.02
14275,0.08,0.05,1.02
14287,0.1,0.05,1.02
14295,0.11,0.04,1.01
14304,0.12,0.03,1.01
14312,0.13,0.02,1
14320,0.14,0.01,0.99
14329,0.15,0,0.99
14337,0.14,0,0.99
14348,0.14,0,0.98
14356,0.13,0,0.97
14365,0.13,-0.01,0.97
14373,0.12,0,0.98
14381,0.11,0,0.99
14390,0.11,0,0.99
14401,0.1,0.01,1
14409,0.1,0.01,1
14418,0.1,0.02,1.01
14426,0.09,0.02,1.01
14434,0.1,0.02,1.01
14442,0.1,0.04,1.01
14451,0.1,0.04,1.01
14462,0.1,0.04,1.01
14472,0.1,0.04,1.01
14481,0.1,0.04,1.02
14489,0.1,0.05,1.02
14498,0.1,0.04,1.02
14506,0.09,0.04,1.01
14515,0.08,0.03,1
14531,0.08,0.03,1
14539,0.09,0.03,1
14547,0.09,0.02,1.01
14555,0.09,0.03,1.01
14564,0.08,0.03,1.01
14572,0.08,0.02,1.01
14580,0.07,0.02,1
14593,0.08,0.01,1
14602,0.08,0.02,1
14610,0.08,0.02,1.01
14619,0.08,0.02,1.01
14627,0.08,0.02,1.01
14636,0.07,0.02,1.01
14645,0.07,0.02,1.01
14656,0.07,0.02,1
14664,0.07,0.02,1
14673,0.07,0.02,1
14681,0.06,0.02,1
14689,0.07,0.01,1.01
14698,0.06,0.01,1.01
14706,0.07,0.01,1.01
14717,0.08,0.01,1.01
14726,0.08,0.01,1.01
14734,0.09,0.02,1.01
14742,0.1,0.01,1.01
14751,0.1,0.02,1.01
14759,0.09,0.02,1.01
14767,0.08,0.02,1.01
14779,0.08,0.03,1.01
14787,0.08,0.03,1
14795,0.08,0.03,1
14804,0.08,0.03,1
14812,0.08,0.02,1
14820,0.08,0.02,1.01
14832,0.07,0.01,1.01
14840,0.07,0,1
14848,0.06,0,1.01
14857,0.06,0,1
14865,0.06,0.01,1
14873,0.06,0.01,1
14881,0.06,0.01,1
14893,0.06,0,1
14901,0.06,0,1
14909,0.07,0,1.01
14918,0.07,0,1.01
14926,0.07,0.01,1.01
14934,0.07,0.01,1.01
14943,0.07,0.01,1
14954,0.07,0.02,1.01
14962,0.07,0.02,1.01
14971,0.07,0.02,1.01
14979,0.07,0.02,1.01
14987,0.07,0.02,1.01
14996,0.07,0.02,1.01
15004,0.07,0.01,1.01
15015,0.07,0.02,1
15025,0.07,0.02,1.01
15033,0.07,0.02,1
15042,0.07,0.02,1
15050,0.06,0.02,1
15059,0.06,0.02,0.99
15068,0.06,0.03,0.99
15079,0.06,0.03,0.99
15088,0.06,0.03,0.99
15096,0.06,0.02,1
15104,0.06,0.02,1
15112,0.06,0.03,1
15121,0.05,0.03,1
15132,0.06,0.03,1
15140,0.05,0.04,1
15149,0.06,0.03,1
15157,0.06,0.03,1
15165,0.06,0.03,1.01
15173,0.06,0.03,1.01
15182,0.06,0.03,1.01
15193,0.06,0.03,1.01
15201,0.06,0.03,1.01
15209,0.06,0.03,1.01
15218,0.05,0.03,1.02
15226,0.05,0.03,1.01
15234,0.05,0.03,1.01
15243,0.05,0.02,1.01
15254,0.04,0.02,1.01
15262,0.04,0.02,1
15270,0.04,0.01,1
15279,0.04,0.01,1
15287,0.05,0.02,1.01
15295,0.05,0.01,1.01
15307,0.05,0.02,1
15315,0.05,0.01,1
15323,0.04,0.01,1
15331,0.04,0.02,1
15340,0.04,0.02,0.99
15348,0.05,0.02,1
15356,0.05,0.02,1
15368,0.06,0.02,1
15376,0.05,0.02,1
15384,0.05,0.02,1
15393,0.05,0.02,1
15401,0.05,0.02,1.01
15409,0.05,0.02,1.01
15417,0.05,0.02,1.01
15429,0.04,0.02,1.01
15437,0.04,0.02,1.01
15445,0.04,0.01,1.01
15453,0.04,0.01,1.01
15462,0.04,0.01,1.01
15470,0.03,0,1.01
15481,0.03,0,1.01
15490,0.04,0,1.01
15498,0.04,0,1.01
15506,0.03,0,1.01
15515,0.03,0,1
15523,0.03,0,1
15531,0.03,0,1
15543,0.01,-0.01,1
15552,0.02,-0.01,1
15560,0.03,-0.01,1
15569,0.03,-0.01,1
15578,0.04,-0.01,1.01
15586,0.04,-0.01,1.01
15597,0.05,-0.01,1
15606,0.05,-0.01,1.01
15614,0.05,-0.01,1.01
15622,0.05,-0.01,1.01
15631,0.05,0,1.01
15639,0.05,0,1
15647,0.05,-0.01,1
15659,0.05,-0.01,1
15667,0.05,-0.01,1
15676,0.05,-0.01,0.99
15684,0.05,0,0.99
15692,0.05,0,0.99
15701,0.05,0,0.99
15712,0.04,0,0.99
15720,0.04,0,0.99
15729,0.04,0,1
15737,0.04,0,1
15745,0.04,0,1
15754,0.04,0,1
15762,0.05,0,1.01
15773,0.05,0,1.01
15782,0.06,0,1.01
15790,0.06,0,1
15798,0.05,0,1
15806,0.05,0,1
15815,0.05,0,1
15826,0.05,0,1.01
15834,0.05,0,1.01
15842,0.05,0.01,1.02
15850,0.04,0.01,1.01
15858,0.05,0.01,1.01
15867,0.05,0.01,1.01
15875,0.05,0.01,1
15886,0.05,0.01,1
15895,0.05,0.01,1
15903,0.04,0.01,1
15911,0.05,0.01,1
15919,0.05,0.01,1.01
15928,0.05,0.02,1.01
15936,0.05,0.01,1.01
15955,0.06,0.01,1.01
15964,0.05,0.02,1.01
15972,0.05,0.02,1.01
15980,0.05,0.02,1.01
15988,0.05,0.02,1
15997,0.05,0.01,1.01
16005,0.05,0.01,1.01
16016,0.05,0.02,1.01
16025,0.05,0.02,1.01
16033,0.05,0.02,1.01
16041,0.05,0.02,1.01
16050,0.05,0.03,1.01
16058,0.05,0.02,1
16069,0.05,0.02,1
16078,0.05,0.02,1
16087,0.05,0.02,1
16096,0.05,0.02,1
16104,0.05,0.02,1
16113,0.05,0.02,1
16122,0.04,0.02,1
16133,0.05,0.02,1
16141,0.05,0.02,1
16149,0.05,0.01,1.01
16158,0.05,0.01,1.01
16166,0.05,0.02,1.01
16174,0.05,0.02,1.01
16183,0.05,0.01,1.01
16194,0.05,0.01,1.01
16202,0.05,0.01,1.01
16210,0.04,0.01,1.01
16218,0.04,0.01,1.01
16227,0.04,0.01,1.01
16235,0.05,0.01,1.01
16243,0.05,0.01,1
16255,0.05,0.01,1
16263,0.06,0.02,1
16271,0.06,0.02,1
16279,0.06,0.03,1.01
16288,0.06,0.02,1.01
16296,0.06,0.02,1.01
16304,0.05,0.01,1.01
16316,0.06,0.01,1.01
16324,0.06,0.02,1.01
16332,0.06,0.02,1
16341,0.07,0.02,1.01
16349,0.07,0.02,1.01
16357,0.08,0.02,1.01
16369,0.08,0.02,1.01
16377,0.08,0.02,1.01
16385,0.08,0.02,1.02
16394,0.08,0.02,1.02
16402,0.08,0.02,1.02
16410,0.07,0.02,1.02
16419,0.08,0.02,1.02
16430,0.07,0.01,1.01
16439,0.06,0.02,1.01
16447,0.06,0.01,1
16455,0.06,0.01,1
16463,0.06,0.01,1
16472,0.06,0.01,1
16480,0.06,0,1.01
16491,0.05,0.01,1.01
16500,0.05,0,1.01
16508,0.05,0,1
16516,0.06,0,1.01
16524,0.05,0,1.01
16532,0.05,0,1.02
16541,0.05,0,1.02
16552,0.03,0,1.01
16560,0.03,0,1.01
16568,0.03,0,1.01
16577,0.02,0,1
16585,0.02,0,1
16593,0.01,0,1
16605,0.02,0,0.99
16614,0.02,0,1
16622,0.02,0,1.01
16631,0.02,0,1.01
16640,0.02,0,1.01
16648,0.03,0,1
16657,0.03,0,1
16668,0.04,0,1
16677,0.04,0,1
16685,0.05,0,1
16693,0.05,0,0.99
16702,0.06,0,0.99
16710,0.06,0,0.99
16721,0.06,0,0.99
16730,0.05,0,0.99
16738,0.05,0,0.99
16746,0.06,0,0.99
16755,0.06,0,0.99
16763,0.07,0,1
16771,0.07,0,1
16783,0.07,0,1.01
16791,0.08,0,1
16799,0.08,-0.01,1
16808,0.08,-0.01,1
16816,0.07,-0.01,1
16824,0.06,-0.01,1
16836,0.06,-0.01,1
16844,0.06,-0.01,1
16852,0.07,-0.01,1.01
16861,0.07,0,1.01
16869,0.07,-0.01,1.01
16877,0.07,0,1.01
16886,0.07,0,1.01
16897,0.06,0,1.01
16905,0.05,0,1.02
16913,0.05,0,1.01
16922,0.05,0,1.01
16930,0.05,-0.01,1
16938,0.05,-0.01,1
16946,0.04,-0.02,1
16958,0.05,-0.02,1
16966,0.05,-0.02,1
16974,0.05,-0.02,1
16983,0.05,-0.02,1
16991,0.04,-0.02,1
16999,0.05,-0.01,1
17011,0.04,-0.01,1.01
17020,0.04,-0.01,1.01
17028,0.03,-0.01,1
17037,0.03,-0.01,1
17046,0.03,-0.01,1
17054,0.04,-0.01,1
17063,0.04,-0.01,1.01
17074,0.03,-0.01,1.01
17083,0.03,-0.01,1.01
17091,0.04,-0.01,1.01
17099,0.04,-0.01,1.01
17107,0.04,-0.01,1
17116,0.04,-0.01,1
17127,0.04,-0.01,1.01
17135,0.04,-0.02,1.01
17144,0.04,-0.02,1.01
17152,0.05,-0.02,1.01
17160,0.05,-0.01,1.01
17169,0.05,-0.02,1
17177,0.05,-0.02,0.99
17188,0.06,-0.02,0.99
17197,0.06,-0.01,1
17205,0.06,-0.01,1
17213,0.05,-0.01,1.01
17221,0.05,-0.01,1.01
17230,0.05,-0.02,1.01
17241,0.05,-0.02,1.01
17249,0.05,-0.01,1.01
17258,0.05,-0.01,1.02
17266,0.05,0,1.01
17274,0.04,0,1.01
17282,0.04,0,1
17290,0.03,0,1
17302,0.03,0,1
17310,0.03,0,1
17318,0.04,0,1
17327,0.05,0,1
17335,0.05,-0.01,1
17343,0.06,-0.01,1
17355,0.05,-0.01,1
17363,0.05,-0.01,1
17371,0.05,-0.01,1
17380,0.05,-0.02,1
17388,0.05,-0.03,1.01
17396,0.06,-0.02,1.01
17404,0.06,-0.02,1
17416,0.06,-0.02,1
17424,0.06,-0.02,1
17432,0.06,-0.02,1
17441,0.06,-0.02,1
17449,0.06,-0.01,1
17457,0.05,-0.01,1
17469,0.05,-0.02,1.01
17478,0.05,-0.02,1.01
17486,0.06,-0.02,1
17495,0.06,-0.03,1
17503,0.06,-0.03,1
17512,0.06,-0.02,1
17521,0.07,-0.02,1.01
17532,0.06,-0.02,1.01
17540,0.06,-0.02,1.01
17549,0.06,-0.01,1.02
17557,0.05,-0.02,1.01
17565,0.06,-0.01,1.01
17574,0.06,-0.01,1.01
17585,0.05,-0.01,1.01
17593,0.05,-0.01,1
17602,0.05,-0.01,1
17610,0.04,0,1
17618,0.05,0,1
17627,0.05,0,1.01
17635,0.05,0,1.01
17646,0.05,-0.01,1.01
17655,0.05,-0.01,1
17663,0.05,-0.02,1
17671,0.05,-0.02,1
17679,0.06,-0.03,0.99
17688,0.06,-0.02,0.99
17699,0.06,-0.02,1
17707,0.06,-0.02,1
17716,0.06,-0.02,1
17724,0.06,-0.02,1
17732,0.06,-0.02,1
17741,0.06,-0.02,1
17749,0.06,-0.02,1
17760,0.06,-0.02,1
17769,0.06,-0.03,1
17777,0.05,-0.02,1
17785,0.06,-0.02,1
17794,0.06,-0.02,1.01
17802,0.06,-0.01,1.01
17813,0.05,-0.01,1.03
17821,0.05,-0.01,1.02
17830,0.05,-0.01,1.02
17838,0.05,-0.02,1.01
17846,0.05,-0.02,1
17855,0.04,-0.02,0.99
17863,0.04,-0.02,1
17874,0.04,-0.03,1
17883,0.04,-0.03,1
17892,0.04,-0.02,1
17901,0.05,-0.02,1.01
17909,0.05,-0.02,1.01
17918,0.05,-0.02,1.01
17930,0.05,-0.02,1.01
17938,0.06,-0.03,1.01
17946,0.06,-0.03,1
17954,0.06,-0.02,1
17963,0.06,-0.01,0.99
17971,0.06,-0.01,0.99
17979,0.06,-0.01,1
17991,0.06,-0.01,1.01
17999,0.05,-0.01,1.01
18007,0.05,-0.01,1.02
18016,0.05,-0.01,1.01
18024,0.04,-0.01,1.01
18032,0.05,-0.01,1
18043,0.05,-0.02,0.99
18052,0.05,-0.02,0.99
18060,0.05,-0.02,0.99
18068,0.05,-0.03,0.99
18077,0.05,-0.02,1
18085,0.05,-0.03,1.01
18093,0.05,-0.03,1
18105,0.06,-0.03,0.99
18113,0.05,-0.04,0.99
18121,0.06,-0.04,1
18129,0.05,-0.04,1
18138,0.05,-0.03,1.01
18146,0.05,-0.02,1.01
18157,0.05,-0.01,1.01
18166,0.05,0,1.01
18174,0.05,0,1.02
18182,0.05,0,1.02
18190,0.04,0,1.02
18198,0.05,0,1.02
18207,0.05,-0.01,1.02
18218,0.05,-0.01,1.01
18226,0.05,-0.01,1.01
18235,0.05,-0.01,1.01
18243,0.04,-0.01,1.01
18251,0.04,-0.01,1.01
18260,0.04,-0.01,1.01
18268,0.04,-0.02,1
18279,0.04,-0.01,1
18288,0.04,-0.02,1
18296,0.04,-0.02,0.99
18304,0.05,-0.02,0.99
18313,0.04,-0.02,1
18321,0.04,-0.02,1
18332,0.05,-0.03,0.99
18341,0.05,-0.03,0.99
18350,0.04,-0.02,0.99
18358,0.04,-0.02,0.99
18367,0.04,-0.02,1
18376,0.04,-0.02,1
18384,0.04,-0.02,1
18396,0.04,-0.03,1
18404,0.04,-0.03,1.01
18412,0.04,-0.03,1
18421,0.04,-0.03,1
18429,0.04,-0.03,1.01
18437,0.05,-0.03,1.01
18449,0.05,-0.02,1
18457,0.05,-0.02,1
18466,0.06,-0.01,1.01
18474,0.06,-0.01,1.01
18482,0.07,0,1.02
18490,0.07,0,1.02
18499,0.07,0,1.02
18515,0.06,0,1.01
18523,0.06,0,1
18531,0.06,0,1
18540,0.06,-0.01,1
18549,0.07,-0.02,0.99
18557,0.06,-0.03,0.99
18570,0.06,-0.03,0.99
18578,0.05,-0.04,1
18586,0.05,-0.04,0.99
18595,0.05,-0.04,0.99
18603,0.05,-0.04,0.99
18611,0.04,-0.04,0.98
18620,0.04,-0.04,1
18631,0.03,-0.03,1
18639,0.03,-0.03,1.01
18648,0.02,-0.02,1.01
18656,0.02,-0.02,1.01
18664,0.03,-0.02,1.02
18672,0.02,-0.01,1.01
